indicator,name,description,sources
CRS.P.T.430.C.320,", Mezzanine finance instruments, Project-type interventions, Industry, Mining, Construction","Bilateral Mezzanine finance instruments Project-type interventions Industry, Mining, Construction (Provider)",['CRS']
CRS.P.T.430.C.330,", Mezzanine finance instruments, Project-type interventions, Trade Policies & Regulations",Bilateral Mezzanine finance instruments Project-type interventions Trade Policies & Regulations (Provider),['CRS']
CRS.P.T.430.C.998,", Mezzanine finance instruments, Project-type interventions, Unallocated / Unspecified",Bilateral Mezzanine finance instruments Project-type interventions Unallocated / Unspecified (Provider),['CRS']
CRS.P.T.430.X.998,", Mezzanine finance instruments, Modality not specified, Unallocated / Unspecified",Bilateral Mezzanine finance instruments Modality not specified Unallocated / Unspecified (Provider),['CRS']
CRS.P.T.500.B.230,", Equity and shares in collective investment vehicles, Core contributions and pooled programmes and funds, Energy",Bilateral Equity and shares in collective investment vehicles Core contributions and pooled programmes and funds Energy (Provider),['CRS']
CRS.P.T.500.B.240,", Equity and shares in collective investment vehicles, Core contributions and pooled programmes and funds, Banking & Financial Services",Bilateral Equity and shares in collective investment vehicles Core contributions and pooled programmes and funds Banking & Financial Services (Provider),['CRS']
CRS.P.T.500.B.310,", Equity and shares in collective investment vehicles, Core contributions and pooled programmes and funds, Agriculture, Forestry, Fishing","Bilateral Equity and shares in collective investment vehicles Core contributions and pooled programmes and funds Agriculture, Forestry, Fishing (Provider)",['CRS']
CRS.P.T.500.B.320,", Equity and shares in collective investment vehicles, Core contributions and pooled programmes and funds, Industry, Mining, Construction","Bilateral Equity and shares in collective investment vehicles Core contributions and pooled programmes and funds Industry, Mining, Construction (Provider)",['CRS']
CRS.P.T.500.B.430,", Equity and shares in collective investment vehicles, Core contributions and pooled programmes and funds, Other Multisector",Bilateral Equity and shares in collective investment vehicles Core contributions and pooled programmes and funds Other Multisector (Provider),['CRS']
CRS.P.T.500.C.110,", Equity and shares in collective investment vehicles, Project-type interventions, Education",Bilateral Equity and shares in collective investment vehicles Project-type interventions Education (Provider),['CRS']
CRS.P.T.500.C.120,", Equity and shares in collective investment vehicles, Project-type interventions, Health",Bilateral Equity and shares in collective investment vehicles Project-type interventions Health (Provider),['CRS']
CRS.P.T.500.C.130,", Equity and shares in collective investment vehicles, Project-type interventions, Population Policies/Programmes & Reproductive Health",Bilateral Equity and shares in collective investment vehicles Project-type interventions Population Policies/Programmes & Reproductive Health (Provider),['CRS']
CRS.P.T.500.C.140,", Equity and shares in collective investment vehicles, Project-type interventions, Water Supply & Sanitation",Bilateral Equity and shares in collective investment vehicles Project-type interventions Water Supply & Sanitation (Provider),['CRS']
CRS.P.T.500.C.150,", Equity and shares in collective investment vehicles, Project-type interventions, Government & Civil Society",Bilateral Equity and shares in collective investment vehicles Project-type interventions Government & Civil Society (Provider),['CRS']
CRS.P.T.500.C.160,", Equity and shares in collective investment vehicles, Project-type interventions, Other Social Infrastructure & Services",Bilateral Equity and shares in collective investment vehicles Project-type interventions Other Social Infrastructure & Services (Provider),['CRS']
CRS.P.T.500.C.210,", Equity and shares in collective investment vehicles, Project-type interventions, Transport & Storage",Bilateral Equity and shares in collective investment vehicles Project-type interventions Transport & Storage (Provider),['CRS']
CRS.P.T.500.C.220,", Equity and shares in collective investment vehicles, Project-type interventions, Communications",Bilateral Equity and shares in collective investment vehicles Project-type interventions Communications (Provider),['CRS']
CRS.P.T.500.C.230,", Equity and shares in collective investment vehicles, Project-type interventions, Energy",Bilateral Equity and shares in collective investment vehicles Project-type interventions Energy (Provider),['CRS']
CRS.P.T.500.C.240,", Equity and shares in collective investment vehicles, Project-type interventions, Banking & Financial Services",Bilateral Equity and shares in collective investment vehicles Project-type interventions Banking & Financial Services (Provider),['CRS']
CRS.P.T.500.C.250,", Equity and shares in collective investment vehicles, Project-type interventions, Business & Other Services",Bilateral Equity and shares in collective investment vehicles Project-type interventions Business & Other Services (Provider),['CRS']
CRS.P.T.500.C.310,", Equity and shares in collective investment vehicles, Project-type interventions, Agriculture, Forestry, Fishing","Bilateral Equity and shares in collective investment vehicles Project-type interventions Agriculture, Forestry, Fishing (Provider)",['CRS']
CRS.P.T.500.C.320,", Equity and shares in collective investment vehicles, Project-type interventions, Industry, Mining, Construction","Bilateral Equity and shares in collective investment vehicles Project-type interventions Industry, Mining, Construction (Provider)",['CRS']
CRS.P.T.500.C.330,", Equity and shares in collective investment vehicles, Project-type interventions, Trade Policies & Regulations",Bilateral Equity and shares in collective investment vehicles Project-type interventions Trade Policies & Regulations (Provider),['CRS']
CRS.P.T.500.C.410,", Equity and shares in collective investment vehicles, Project-type interventions, General Environment Protection",Bilateral Equity and shares in collective investment vehicles Project-type interventions General Environment Protection (Provider),['CRS']
CRS.P.T.500.C.430,", Equity and shares in collective investment vehicles, Project-type interventions, Other Multisector",Bilateral Equity and shares in collective investment vehicles Project-type interventions Other Multisector (Provider),['CRS']
CRS.P.T.500.C.520,", Equity and shares in collective investment vehicles, Project-type interventions, Development Food Assistance",Bilateral Equity and shares in collective investment vehicles Project-type interventions Development Food Assistance (Provider),['CRS']
CRS.P.T.500.C.600,", Equity and shares in collective investment vehicles, Project-type interventions, Action Relating to Debt",Bilateral Equity and shares in collective investment vehicles Project-type interventions Action Relating to Debt (Provider),['CRS']
CRS.P.T.500.C.998,", Equity and shares in collective investment vehicles, Project-type interventions, Unallocated / Unspecified",Bilateral Equity and shares in collective investment vehicles Project-type interventions Unallocated / Unspecified (Provider),['CRS']
CRS.P.T.500.X.200,", Equity and shares in collective investment vehicles, Modality not specified, Economic infrastructure",Bilateral Equity and shares in collective investment vehicles Modality not specified Economic infrastructure (Provider),['CRS']
CRS.P.T.500.X.240,", Equity and shares in collective investment vehicles, Modality not specified, Banking & Financial Services",Bilateral Equity and shares in collective investment vehicles Modality not specified Banking & Financial Services (Provider),['CRS']
CRS.P.T.500.X.998,", Equity and shares in collective investment vehicles, Modality not specified, Unallocated / Unspecified",Bilateral Equity and shares in collective investment vehicles Modality not specified Unallocated / Unspecified (Provider),['CRS']
CRS.P.T.500.X.<NA>,", Equity and shares in collective investment vehicles, Modality not specified",Bilateral Equity and shares in collective investment vehicles Modality not specified (Provider),['CRS']
CRS.P.T.600.F.600,", Debt relief, Debt relief, Action Relating to Debt",Bilateral Debt relief Debt relief Action Relating to Debt (Provider),['CRS']
CRS.P.T.600.X.600,", Debt relief, Modality not specified, Action Relating to Debt",Bilateral Debt relief Modality not specified Action Relating to Debt (Provider),['CRS']
CRS.P.T.600.X.998,", Debt relief, Modality not specified, Unallocated / Unspecified",Bilateral Debt relief Modality not specified Unallocated / Unspecified (Provider),['CRS']
CRS.P.T.T.A.110,", , Budget support, Education",Bilateral Budget support Education (Provider),['CRS']
CRS.P.T.T.A.120,", , Budget support, Health",Bilateral Budget support Health (Provider),['CRS']
CRS.P.T.T.A.130,", , Budget support, Population Policies/Programmes & Reproductive Health",Bilateral Budget support Population Policies/Programmes & Reproductive Health (Provider),['CRS']
CRS.P.T.T.A.140,", , Budget support, Water Supply & Sanitation",Bilateral Budget support Water Supply & Sanitation (Provider),['CRS']
CRS.P.T.T.A.150,", , Budget support, Government & Civil Society",Bilateral Budget support Government & Civil Society (Provider),['CRS']
CRS.P.T.T.A.160,", , Budget support, Other Social Infrastructure & Services",Bilateral Budget support Other Social Infrastructure & Services (Provider),['CRS']
CRS.P.T.T.A.210,", , Budget support, Transport & Storage",Bilateral Budget support Transport & Storage (Provider),['CRS']
CRS.P.T.T.A.220,", , Budget support, Communications",Bilateral Budget support Communications (Provider),['CRS']
CRS.P.T.T.A.230,", , Budget support, Energy",Bilateral Budget support Energy (Provider),['CRS']
CRS.P.T.T.A.240,", , Budget support, Banking & Financial Services",Bilateral Budget support Banking & Financial Services (Provider),['CRS']
CRS.P.T.T.A.250,", , Budget support, Business & Other Services",Bilateral Budget support Business & Other Services (Provider),['CRS']
CRS.P.T.T.A.310,", , Budget support, Agriculture, Forestry, Fishing","Bilateral Budget support Agriculture, Forestry, Fishing (Provider)",['CRS']
CRS.P.T.T.A.320,", , Budget support, Industry, Mining, Construction","Bilateral Budget support Industry, Mining, Construction (Provider)",['CRS']
CRS.P.T.T.A.330,", , Budget support, Trade Policies & Regulations",Bilateral Budget support Trade Policies & Regulations (Provider),['CRS']
CRS.P.T.T.A.410,", , Budget support, General Environment Protection",Bilateral Budget support General Environment Protection (Provider),['CRS']
CRS.P.T.T.A.430,", , Budget support, Other Multisector",Bilateral Budget support Other Multisector (Provider),['CRS']
CRS.P.T.T.A.510,", , Budget support, General Budget Support",Bilateral Budget support General Budget Support (Provider),['CRS']
